drug_1_name,drug_2_name,weight
Kwas edetic,Octan cyproteronu,3
Progesteron,Insulina Ludzka,1
Metylofenidat,Famotydyna,1
Betaksolol,Floctafenina,1
Ketorolak,Unoproston,3
Lercanidypina,Wodorotlenek magnezu,1
Itrakonazol,Iksabepilon,3
Piperacylina,Acenokumarol,3
Cyklosporyna,Sevelamer,0
Trebrostinil,Salsalat,0
Dopamina,Efedryna,0
Brentuksimab Wedotina,Idelalisib,1
Nelfinawir,Erlotynib,0
Isradypina,Fenelzine,3
Simeprewir,Ibrrutynib,3
Phentermine,Molindon,1
Risperidon,Tetrabenazyna,1
Goserelina,Metadon,2
Klarytromycyna,Ceritnib,0
Pramipeksole,Efawirenz,3
Diklofenak,Apiksaban,2
Nabilon,Metaksalon,4
Werteporfina,Trifluperazine,4
Paroksetyna,Isoflurane,2
Olmesartan,Eplerenon,2
Flufenazyna,Escitalopram,4
Estrone siarczan,Alogliptyna,2
Rosiglitazon,Lumactaftor,1
Dziurawiec,Panobinostat,2
Flukonazol,Konivaptan,1
Tiklopidyna,Collagenase Clostridium Histolitum,1
Infliksymab,Celecoksib,0
Ibutiled,Propafenon,4
Spektaklomycyna,Pancuronium,4
Flurandrenolid,Ceritnib,4
Flukonazol,Budesonid,2
Nabilon,Ketamina,1
Remifentanil,Acepromazyna,3
Kwas mefenamowy,Pentonoksifylina,2
Griseofulvina,Etanol,1
Beksaroten,Felodipina,0
Duloksetyna,MetotrimePrazine,2
TenecttePlase,Fenoprofen,2
Dicoumarol,Ofloksacyna,3
Rifampicyna,Pirfenidon,2
Pentobarbital,Rifapencja,0
Mesalazina,Omeprazol,4
Goserelina,Alfuzosina,4
Amoksapina,Paliperydon,0
Lorazepam,Siarczan magnezu,3
Olanzapina,Prometazyna,1
Abciksimab,Tolmetina,3
Aldesleukina,Minoksidil,3
Cetyryzyna,Dronabinol,0
Isoflurofat,Ergotamina,4
Mekamyloamina,Arbekacyna,2
Ofloksacyna,Pomalidomid,2
Mirtazapine,Pizotifen,3
Everolimus,Enalaprilat,1
Kwas walproinowy,Lamotrygina,0
Ropiniol,Nitzepam,3
Fondaparinuks,Nadroparyna,0
Risperidon,Fenelzine,4
Formoterol,Metamfetamina,4
Linezolid,Lewomilnacipran,3
Sulfizoksazol,Bepridil,0
Warfaryna,Zileuton,1
Cefaclor,Neomycyna,0
Dipipfrina,Penbutolol,1
Atenolol,Prrazosina,0
Octan wapnia,Sparfloksacyna,0
Atorwastatyna,Pucalopryd,3
Nimodypina,Alprazolam,1
Triamteren,Chinina,0
Labetalol,Heksobarbital,3
Droperidol,Rasagilina,0
Dronabinol,Etrawiryna,1
Noetisteron,Altrus immunologiczny ludzki,0
Diltiazem,Olaparib,1
Glimepirde,Etyylestradiol,4
Fondaparinuks,ICOSAPENT EXYL,0
Klozapina,Amisulpryd,4
Acebutolol,Tofacitynib,4
Metamfetamina,Flupirilen,0
Fenoprofen,Unoproston,3
Lorazepam,Lewcetirizine,2
Midodryna,Metaraminol,0
Beksaroten,Diazepam,3
toina,MetotrimePrazine,4
Sotalol,Nifedipina,4
Prochlorperazina,ACLIDIUM,2
Klopidogrel,Acenokumarol,0
Insulina Ludzka,Prokarbazyn,4
Acebutolol,Ruksolitynib,0
Ipilimumab,Belmumab,3
Pimozyd,Metoklopramid,2
Captopril,Everolimus,2
Metoklopramid,Lorcaserina,2
Dronabinol,Butylskopolamina,3
Feksofenadyna,Węglan wapnia,1
Trifluperazine,Perampanel,4
Naratriptan,Pimozyd,0
Werteporfina,Amiodaron,2
Siarczan magnezu,Alfaacalcidol,0
Promazina,Dronabinol,2
Tacrolimus,Nilotynib,3
Glukagon,Dyszyramid,1
Reserpina,Karwedilol,1
Paroksetyna,Perampanel,2
Tiklopidyna,Pantoprazol,0
Zolpidem,Hydrokodon,2
Dantrolen,Tocilizumab,4
Tlenek magnezu,Pitavastatyna,4
Indapamid,Tapentadol,4
Anistreplaze,Warfaryna,2
Sulfizoksazol,Tranilcypromina,4
Flurburfofen,Unoproston,3
Besylan atracurium,Metylopredisolon,2
Wilazodon,Etylowy biscoummacetat,1
Glikidon,Worinostat,2
Kofeina,Propacetamol,4
Golimumab,Wedolizumab,4
Ritonawir,Lapatynib,0
Prrazosina,Nicardypina,2
Cyklosporyna,Dabrafenib,4
Beksaroten,Mefloquine,1
Metyrozyna,Dantrolen,2
Erytromycyna,Estazolam,2
Toksyna botulinowa typu A,Chlorpromazyna,1
Olmesartan,Prymidon,4
Secobarbital,Metyrozyna,1
Insulina Glargine,Cortycotropina,0
Olmesartan,Drospirenon,2
Chinina,Colchicyna,4
Warfaryna,Diflunisal,0
Tryptofan,Selegilina,3
Acetazolamid,Chlorfeniramina,4
Erlotynib,Mifepriston,0
MedroksyProgesterone octan,Chlorpropamid,2
Anistreplaze,Fenoprofen,0
Hydroksyzyna,Pramlintyd,2
Anistreplaze,Milnacipran,4
Zolmitriptan,Arypiprazol,2
Fluwoksamina,Nilotynib,0
Moksifloksacyna,Mifepriston,1
Spironolakton,Pseudoefedryna,0
Mirabegron,Naloksegol,2
Klonidyna,Johimbina,0
Pirimetaminę,Lumefantryna,2
Iloperidon,Stiripentol,4
Metoprolol,Stiripentol,1
Nelfinawir,Dapson,0
Mirtazapine,Idelalisib,4
Dicoumarol,Worinostat,2
Glukagon,Pizotifen,0
Zolpidem,Lewcetirizine,0
Tizanidine,Propafenon,3
Nefazodon,Everolimus,4
Bacofen,Quazepam,3
Chlorpropamid,Diazoksyd,2
Ziprazidon,Prokarbazyn,3
Difenhydramina,MetotrimePrazine,2
Primaquine,Pomalidomid,4
Tramadol,Azelastyna,2
Rosuvastatyna,Fosamprenawir,3
Iloperidon,Saksagliptina,2
Amfotericin B,Colistimetat,1
Dicoumarol,Chinidyna,3
Ulipristal,Enzalutamid,2
Kwas edetic,Nadroparyna,1
Efawirenz,Ketokonazol,2
Karwedilol,Dronedaron,2
Clonazepam,Stiripentol,2
Tioridazine,Tiotropium,1
Karbamazepina,Sunitynib,2
Remifentanil,Ramosetron,1
Nabilon,Flibanserina,2
Aprepitant,Isosorbide Dinitrat,2
Doofetiled,Trójtlenek arsenu,2
Beksaroten,Armodafinil,4
Celecoksib,Tamoksyfen,4
Lansoprazol,Mitotane,3
Gentamy,Cefepime,4
Bortezomib,Itrakonazol,0
Atazanawir,Romidepsina,2
Chinina,Wildagliplina,1
Werapamil,Dabrafenib,1
Spironolakton,Buprenorfina,1
Buprenorfina,Felbamat,4
Pentobarbital,Acebutolol,3
Woriconazol,Darunawir,0
Amlodypina,Dabrafenib,2
Paroksetyna,Eteksylan dibagatranu,3
Lisdeksamfetamina,Tiotiksen,3
Konivaptan,Dasatynib,0
IMERMECTina,Saquinawir,1
Insulina Lispro,Cortycotropina,1
Morfina,Lewcetirizine,2
Ludzki Inhibitor Esterazy-C1,Hydroksyprogesteron,4
Perampanel,Paraldehyd,1
Konivaptan,Everolimus,1
Metyrozyna,Butylskopolamina,2
Tadalafil,Atazanawir,1
Acytretina,Porfimer Sodium,2
Esmolol,Johimbina,3
Benzphetamina,Flupirilen,0
Prrazosina,Propranolol,1
Leflunomyd,Nelarabine,4
Netilmycyna,Ibuprofen,0
Tryptofan,Prokarbazyn,0
Sunitynib,Temsirolimus,3
Fluisolid,Boceprewir,3
Ivacaft,Macetentan,4
Pegvisomant,Sitagliptyna,2
Prymidon,Nintedanib,3
Demeklocyklina,Siarczan magnezu,4
Luliconazol,Ivabradyna,3
Deferasiroks,Tinzaparina,1
Dicoumarol,Bezafibrat,1
Bosutynib,Luliconazol,4
Acetazolamid,Trietylenamina,4
Simeprewir,Armodafinil,3
Metotreksat,Fosfofenytoina,4
Terfenadyna,Ketokonazol,0
Chlorpropamid,Everolimus,3
Tolbutamid,Everolimus,2
Canagliflozyna,Insulina degludec,1
Amitriptlina,Nabilon,4
Urokinaza,Argatroban,1
Anagrelid,Sulodeksyd,0
Torasemid,Fludrokortyzon,3
Mefloquine,Werapamil,0
Insulina Lispro,Liraglutyd,4
Capecitabine,Parecoksib,1
Sulfadiazina,Tranilcypromina,3
Tacrolimus,Palbocyclib,0
Triflupromazyna,Maprotilina,2
Butobarbitalny,Enalaprilat,3
Metroheksital,Tapentadol,4
Fentoina,Brimondyna,2
Ritonawir,Bedaqulina,0
Etanol,Trabtykedina,2
Acenokumarol,Limaprost,3
Metylofenidat,Terazosina,1
ICozapent,Doksepina,1
Cimetidyna,Dabrafenib,3
Ropiniol,Talidomid,4
Chlorozokon,Isoniazid,2
Nabilon,Ziconotyd,2
Midodryna,Atenolol,1
Karbamazepina,Enzalutamid,3
Prednizon,Tacrolimus,4
Trimetobenzamid,Mianserina,3
Metotreksat,Flurburfofen,3
Atenolol,Sufentanil,4
Pirydoksyna,Amobarbital,1
Perindopril,Aprotynina,1
Nitzepam,Suvoreksant,4
Timolol,Tofacitynib,4
Brimondyna,Asenapina,1
Pentosan polisulfat,Diflunisal,0
Woriconazol,Gliburyd,2
Desipramina,Chlorprotiksen,0
Zonisamid,Fosfofenytoina,0
Toksyna botulinowa typu A,Lewokabastyna,4
Sulpiryd,Tiotiksen,3
Dicoumarol,Metimazol,0
Metyrozyna,Desloratadyna,1
Batimastat,Temsirolimus,1
Chinina,Ivacaft,3
Dronabinol,Oksymorphon,4
Celecoksib,Wankomycyna,0
Aldesleukina,Butabarbital,3
Dicoumarol,Fenofibrat,2
PROCYCIDINE,Homatropina,2
Etonogestrel,Fenindion,3
Labetalol,Propyloheksedryna,3
Triamcynolon,Tacrolimus,4
Darunawir,Prasugrel,4
Etokozolamid,Metformina,3
Cefdinir,Netilmycyna,0
Metroheksital,Chlorotiazid,4
Nicardypina,Moksonidyna,2
Gabapentyna,Ketokonazol,3
Pimozyd,Dabrafenib,0
Enoksaparina,Kwas salicylowy,2
Nikotyna,Pentobarbital,0
Tormifen,Hydrochlorotiazyd,4
Fenoprofen,Eteksylan dibagatranu,2
Warfaryna,Tolterodina,1
Goserelina,Sunitynib,2
Prrazosina,Nafazolina,1
Tamoksyfen,Kokaina,4
Metroheksital,Estradiol,3
Sparfloksacyna,Liraglutyd,3
Amfetamina,Indacaterol,3
Kwas walproinowy,Risperidon,2
Zolpidem,Nabilon,4
Solifenacyna,Mirabegron,2
Promazina,Zolpidem,1
Guanfacyna,Fenobarbital,0
Sotalol,Tofacitynib,3
Tadalafil,Terazosina,4
Eksenatyd,Stanolon,0
Alteplaze,Ketorolak,1
Sulindak,Morniflumat,0
Terfenadyna,Ritonawir,4
Nabumeton,Etylowy biscoummacetat,3
Metadon,Perfenazyna,2
Netilmycyna,Cefotetan,2
Bosutynib,Eliglustat,3
Tadalafil,Itrakonazol,1
Insulinay klepsyjna,Wildagliplina,0
Alfuzosina,Avanafil,0
Tramadol,Fenelzine,2
Sorafenib,Fosfofenytoina,3
Warfaryna,Etylowy biscoummacetat,1
Esomeprazol,Bosutynib,3
Nelfinawir,Nefazodon,2
Etyylestradiol,Heptabarbital,2
Ipratropium,Tolterodina,2
Insulina Ludzka,Asenapina,3
Wincristyna,Telitromycyna,1
Sekretny człowiek,Imipramina,3
Fosaprepitant,Suvoreksant,3
Mirtazapine,Etanol,0
Ciprofloksacyna,Pimozyd,0
Terbutalina,Doksofilina,0
Delavirdine,Tetrabenazyna,2
Infliksymab,Meloksykam,2
Bretylium,Heksobarbital,1
Chlorstalidon,Diazoksyd,4
Wardenafil,Kobikistat,0
Esmolol,Lanreotyd,2
Dicoumarol,Salicylan magnezowy,3
Ribostamycyna,Floctafenina,1
Spironolakton,Racepinefryna,0
Amitriptlina,Wilanderol,3
Bivivalirudina,Dasatynib,1
Pimozyd,Nilotynib,4
Itopryd,ACLIDIUM,4
Metyrozyna,Difenhydramina,3
Chlorstalidon,Acetoheksamid,1
Nalbuphine,Alvimopan,2
Fluwoksamina,Carisoprodol,1
Telmisartan,Heptabarbital,3
Dekstrometorphan,Isocarboksazid,2
Enoksaparina,Dalteparna,0
Duloksetyna,Hydralazina,3
Benzatropina,Mirabegron,1
Kodeina,Chlorotiazid,0
Amlodypina,Secobarbital,1
Hydroksyzyna,Zalepon,3
Olanzapina,Siarczan magnezu,0
Aldesleukina,Duloksetyna,0
Fentoina,Rifampicyna,4
Diklofenak,Arbekacyna,2
Remoksypryda,Fosforan Tedizolidu,2
Dekstrometorphan,Wilazodon,4
Diklofenak,Diflunisal,2
Pantoprazol,Stiripentol,1
Paracetamol,Lamotrygina,3
Bosentan,Pimozyd,3
Norgestive,Canagliflozyna,0
Flukonazol,Amiodaron,1
PHENPROUMON,Dalteparna,1
Benzatropina,Eluksadlina,0
Fenelzine,Formoterol,4
Brimondyna,Tetrabenazyna,4
Amitriptlina,Salbutamol,1
Testosteron,Insulinay klepsyjna,0
Delavirdine,Wodorotlenek magnezu,1
Estradiol,Gliburyd,0
Allopurinol,Węglan wapnia,1
Infliksymab,Colesevelam,2
Citalopram,Nicardypina,0
Ranolazine,Nimodypina,1
Repaglinid,Estrone siarczan,4
Fentoina,Estazolam,0
Pentobarbital,Prymidon,1
Nabilon,kwas gamma-hydroksybutyryczny,0
Belmumab,Nivolumab,4
Brimondyna,Perfenazyna,0
Triazolam,Ivacaft,4
Arypiprazol,Catinon,2
Peginterferon alfa-2b,Tasimelteon,4
Aprepitant,Ergometrine,0
Fenylefryna,Orcyprenalina,1
Everolimus,Luliconazol,4
Celecoksib,Unoproston,0
Fluisolid,Nefazodon,0
Benazepril,ICATIBANT,0
Propranolol,Darunawir,2
Tacrolimus,Felodipina,3
Lewonorgestrel,Tipranawir,1
Mirtazapine,Droperidol,4
Beksaroten,Kwas clorazepowy,0
Sulpiryd,Trympramina,0
Cyklofosfamid,Daunorubicyna,2
Atomoksyna,Metoksamina,2
Mepivacaine,Lewobunolol,4
Labetalol,Pirbuterol,4
Reserpina,Nabilon,3
Acetazolamid,Hydrokodon,2
Aspiryna,Pramlintyd,3
Thiopental,Aminofilina,2
Nimodypina,Luliconazol,3
Goserelina,Primaquine,2
Atropina,Ramosetron,4
Tolcapon,Apomorfina,2
Butabarbital,Bepridil,3
Metyrozyna,Zonisamid,0
Rifapencja,Perampanel,1
Fenindion,Sulindak,0
Talidomid,Leflunomyd,0
Antitymocyt immunoglobulina (królik),Natalizumab,1
Flibanserina,Ticagrelor,0
Prrazosina,Felodipina,2
Karbamazepina,Dabrafenib,4
Rifampicyna,Kobikistat,2
Azytromycyna,Silodozyna,1
Dihydroergotamina,Woriconazol,0
Mefenterminna,Propyloheksedryna,0
Lovastatyna,Stiripentol,0
Chinidyna,Lopinawir,3
Peginterferon alfa-2b,Ropiniol,4
Fluwoksamina,Trebrostinil,2
Nitroprusid,Kwas risedronic,4
Teniposid,Werapamil,0
Buspiron,Amisulpryd,0
Werapamil,Ledipaswir,3
Diflunisal,Collagenase Clostridium Histolitum,1
Dipipfrina,Clomipramina,2
Nefazodon,Brentuksimab Wedotina,2
Dasatynib,Tlenek magnezu,1
Capromab pendetyd,Etyylestradiol,2
Chlordiazepoksyd,Ramosetron,3
Cyklosporyna,Pimozyd,1
Epinefryna,Wildagliplina,0
Meloksykam,Aliskiren,3
Alfuzosina,Pseudoefedryna,1
Buprenorfina,Gabapentin EnaCarbil,2
Metoprolol,Moksonidyna,3
Isoprenlina,Nafazolina,3
Etanercept,"Wścieklizna antygen inaktywowany antygen, a",4
Tositumomab,Etodolak,3
Tioridazine,Umeclidnium,2
Indinewir,Rabeprazol,2
Rituksimab,Mannitol,4
Chlorochina,Thibendazol,2
Risperidon,Gliburyd,0
Cefalotina,Acenokumarol,0
Ropivacaine,Meksiletyna,0
Etopozyj,Deferasiroks,4
Zonisamid,Simeprewir,0
Butabarbital,Prymidon,2
Olopatadyna,Oksybatan sodu,1
Rifapencja,Rivaroksaban,2
Moeksipril,Heksobarbital,0
Metylofenidat,Fengamfamina,2
Modafinil,Cilostazol,0
Flukonazol,Karbamazepina,3
Citalopram,Amoksapina,4
Cyklobenzapryna,Molindon,3
Diazoksyd,Cilazapril,0
Insulina Aspart,Drospirenon,0
Droperidol,Fenelzine,0
Bosentan,Tolbutamid,0
MedroksyProgesterone octan,Flibanserina,0
Desmopressina,Sertralina,4
Dicoumarol,Dalteparna,0
Lamotrygina,Salicylan magnezowy,3
Buprenorfina,DEXCROLORFENIRIRAMINE MALEATE,3
Ibesartan,Amifostyna,1
Suvoreksant,Paraldehyd,0
Gliburyd,Pasireotyd,0
Woriconazol,Ponatynib,1
Lewobupivacaine,Saquinawir,1
Felodipina,Heksobarbital,2
Triamteren,Ibuprofen,0
MedroksyProgesterone octan,Boceprewir,1
Doksylamine,Gabapentin EnaCarbil,4
Paroksetyna,Diazepam,3
Delavirdine,Wilazodon,0
Fluisolid,Izawukonazol,3
Amfetamina,Midodryna,3
Kwas liponowy,Siarczan magnezu,1
Dronabinol,Flunizyna,2
Haloperidol,Fenoprofen,4
Asenapina,Teriflunomid,1
Pucalopryd,Ibrrutynib,2
Mirabegron,Butylskopolamina,0
Ezetimibe,Cholestyramina,2
Secobarbital,Werapamil,2
Insulina Lispro,Paroksetyna,0
Bortezomib,Doofetiled,1
Urokinaza,Paroksetyna,2
Cefazolina,Acenokumarol,0
Carfenazyna,Doksepina,3
Terbutalina,Nadolol,3
Atazanawir,Daclataswir,1
Butabarbital,Empagliflozyna,2
Risperidon,Cyklobenzapryna,3
Insulina Ludzka,Insulina detemir,4
Rituksimab,Betaksolol,1
Wigabatrina,Suvoreksant,3
Secobarbital,Desipramina,4
Promazina,Haloperidol,1
Artemeter,Artesunat,0
Torasemid,Rocuronium,2
Modafinil,Deferasiroks,4
Tranilcypromina,Gliburyd,0
Rosuvastatyna,Saquinawir,4
Benzquinamid,Isocarboksazid,1
Metroheksital,Perhekslina,0
Fluoksetyna,Ritonawir,1
Beksaroten,Tiagabina,0
Acetoheksamid,Nateglinyd,4
Hydrokodon,Dziurawiec,0
Timolol,Tadalafil,2
Dronabinol,Tolterodina,3
Fenofibrat,Colchicyna,2
Belmumab,Ewolumab,0
Clemastena,Sulpiryd,4
Fenylefryna,Dopamina,1
Ketorolak,Glukozamina,0
Lorazepam,Minocyklina,4
Kwas walproinowy,Glicerol fenylbutyrat,2
Acepromazyna,Quinagolid,4
Winblastyna,Stiripentol,3
Felodipina,Węglan wapnia,4
Cabazitaksel,Palbocyclib,4
Konivaptan,Ergoloid mesylan,2
Nabilon,Pentazokina,3
Cimetidyna,Cysteamine,1
Metylofenidat,Mefenterminna,2
Leworfanol,Trichlormetiazyd,1
Telitromycyna,Regorafenib,1
Doksylamine,Diazepam,3
Karbamazepina,Warfaryna,3
Bisoprolol,Butobarbitalny,0
Dobutamina,Clenbuterol,2
Rituksimab,Prrazosina,0
Quetiapine,Darunawir,4
Deferasiroks,Desirudina,3
Griseofulvina,Fenobarbital,3
Fludrokortyzon,Estradiol,3
Pirbuterol,ChlorphenMine,2
Nimodypina,Amifostyna,2
Fluperiksol,Amisulpryd,2
Atorwastatyna,Rifaksimina,2
Metamfetamina,N / A,2
Indinewir,Daclataswir,2
Dyszyramid,Linagliptyna,3
Dicoumarol,Piperacylina,0
Megestrol octan,Saksagliptina,1
Argatroban,Rivaroksaban,0
Repaglinid,Cortycotropina,0
Carisoprodol,Luliconazol,2
Amoksapina,Kobikistat,3
Iobenguan,Propyloheksedryna,2
Oksandrolon,Metylopredisolon,2
Citalopram,Modafinil,4
Cimetidyna,Zalepon,3
Erytromycyna,Sparfloksacyna,2
Brimondyna,Etanol,1
Doksylamine,Talidomid,0
Terbinafina,MequitaZine,1
Wincristyna,Rifabutina,3
Carbachol,Carteolol,4
Mezorydazyna,Clomipramina,0
Anistreplaze,Fluoksetyna,0
Bosentan,Temsirolimus,3
Teriflunomid,Riociguat,4
Fentoina,Flibanserina,4
Trimetoprim,Lamiwudyna,4
Brimondyna,Nifedipina,4
Ibesartan,Drospirenon,0
Triazolam,Rotigotina,4
Prymidon,Rilpiwiryna,0
Dronabinol,Difenhydramina,2
Pegvisomant,Tapentadol,1
Epinefryna,Olodaterol,3
Erlotynib,Mitotane,2
Perindopril,Enoksaparina,1
ICozapent,Estradiol,2
Oktreotyd,Artemeter,0
Citalopram,Metronidazol,1
Cefuroksime,Kanamycyna,3
Budesonid,Simeprewir,3
Tizanidine,Klarytromycyna,2
Fluoksetyna,Pipotiazyna,3
Tamoksyfen,Palbocyclib,4
Phentermine,Formoterol,1
Cyklosporyna,Mifepriston,0
Dyszyramid,Konivaptan,0
Ropiniol,Wigabatrina,4
Droperidol,Phendimetrazine,4
Etokozolamid,Metazolamid,1
Toksyna botulinowa typu A,Trympramina,4
Erlotynib,Netupitant,0
Disulfiram,Sertralina,1
Aspiryna,Hydrochlorotiazyd,1
Buspiron,Sertindole,1
Nortriptylina,Mirabegron,1
Cyklobenzapryna,Oksybatan sodu,0
Talidomid,Deksametazon,4
Beksaroten,Progesteron,4
Fondaparinuks,Naproksen,0
Quetiapine,Amisulpryd,4
Ergometrine,Fosaprepitant,3
Flukonazol,Eretriptan,0
Tramadol,Rolapitant,2
Butalbitalny,Chlorotrianisen,4
Primaquine,Agomelatyna,2
Azytromycyna,Dicoumarol,4
Pentamidyna,Linagliptyna,2
Darunawir,Idelalisib,1
Atazanawir,Eliglustat,4
Oksazepam,MetotrimePrazine,2
Dimenhydrunat,Itopryd,4
Epinefryna,Rytodryna,3
Morfina,Kodeina,1
Teniposid,Tacrolimus,0
Nafcillina,Acenokumarol,1
Sumatriptan,Benzquinamid,0
Ranitydyna,Cefditoren,0
Peginterferon alfa-2b,Clomipramina,4
Chlorstalidon,Obinutuzumab,3
Kation litowy,Azilsartan medoksomil,4
Toksyna botulinowa typu B,Besylan atracurium,3
Metoprolol,Pentonoksifylina,2
Nabilon,Labetalol,2
Amitriptlina,Dopamina,0
Timolol,Rivastigmine,0
Metyrozyna,Clomipramina,4
Tadalafil,Telitromycyna,1
Kwas edetic,Drospirenon,4
Lorazepam,Amobarbital,1
Insulina Glargine,Nilotynib,1
Paroksetyna,Wigabatrina,4
Beksaroten,Ceritnib,0
Progesteron,Ledipaswir,2
Hialuronidaza (owiec),Halcinilonid,4
Trympramina,Mianserina,0
Nateglinyd,Tolbutamid,2
Tramadol,Zuclopentiksol,4
Azelastyna,Tasimelteon,3
Flurburfofen,Balsalazyd,1
Cyklosporyna,Itrakonazol,2
Digoksyna,Tolewamer,3
Acenokumarol,Desvenlafaksine,1
Meclizyna,Betahistyna,4
Hydrokortyzon,Fosfofenytoina,1
Fluwoksamina,Ofloksacyna,1
Atropina,Trichlormetiazyd,0
Nelfinawir,Eszopiclon,0
Modafinil,Aksitynib,4
Tolcapon,Etanol,3
Paracetamol,Dopamina,2
Chinina,Tesmilifen,1
Beksaroten,Alprazolam,2
Ibritrumomab tiuksetan,Anagrelid,2
Loksapine,Dronabinol,0
Fluwoksamina,Metokssalen,4
Tolcapon,Linezolid,0
Cimetidyna,Aminofilina,4
Teofilina,Heksobarbital,1
Citalopram,Chloramphenicol,1
Aldesleukina,Hydrokortaminian,1
Perindopril,Bumetanid,4
Zalepon,Rufinamid,1
Beksaroten,Atazanawir,4
Klopidogrel,Apiksaban,0
Fentoina,Tetracosactyd,1
Ergokalcyferol,Colesevelam,3
Werteporfina,Flufenazyna,3
Nisoldypina,Tizanidine,4
Saquinawir,Telaprewir,2
Esmolol,Salbutamol,3
Fenoprofen,Eplerenon,2
Droperidol,Isocarboksazid,2
Klarytromycyna,Ibrrutynib,0
Osimertynib,Iksazomib,3
Amlodypina,Moksonidyna,0
Flokezydyna,Bosentan,0
Pentosan polisulfat,Oksaprozyna,3
Tolmetina,Prymenid,3
Butabarbital,Nortriptylina,3
Aprepitant,Hydrokodon,2
Cilostazol,Siltuksimab,2
Metformina,Stanolon,2
Olopatadyna,Talidomid,0
Ropiniol,Triazolam,0
Midazolam,Batimastat,1
Fenmetrazine,Indacaterol,3
Etanol,Hydrokodon,3
Desloratadyna,Cimetropium,3
Buspiron,Aprepitant,1
Promazina,Fluoksetyna,0
Glimepirde,Megestrol octan,3
Octan cyproteronu,Ulipristal,0
Nalbuphine,Chlorek amonu,0
Orcyprenalina,Moklobemid,1
Ivacaft,Luliconazol,2
Pentosan polisulfat,Kwas mefenamowy,1
Fenelzine,MequitaZine,0
Metoprolol,Celecoksib,2
Mepivacaine,Nafazolina,1
Butabarbital,Quetiapine,1
Kalcytriol,Mitotane,3
Linezolid,Sertralina,1
Tocilizumab,Ceritnib,4
Beksaroten,Losartan,4
Diltiazem,Butobarbitalny,4
Alfuzosina,Mannitol,2
Hydrokodon,Eksemestane,2
Propafenon,Clomipramina,3
Benzatropina,Tacrine,0
Beksaroten,Mifepriston,3
Digoksyna,Penbutolol,2
Leuprolyd,Primaquine,1
Kwas mykofenolowy,Dienogest,0
Amodiaquine,Candesartan CILEXETIL,1
Ritonawir,Fosfofenytoina,2
Delavirdine,Węglan wapnia,0
Toldaptan,Siltuksimab,0
Gestoden,Desirudina,2
Mykofenolate mofetil,Izawukonazol,0
Bretylium,Calfaktant,2
Butabarbital,Minoksidil,1
Tositumomab,Paroksetyna,3
Dopamina,Clenbuterol,1
Paroksetyna,Skopolamina,4
Flukonazol,Kwas clorazepowy,1
Toksyna botulinowa typu A,Feksofenadyna,1
Morfina,Saquinawir,0
Metylopredisolon,Tofacitynib,4
Nelarabine,Denosumab,2
Buprenorfina,Lewcetirizine,0
Tipranawir,Rifampicyna,4
Colchicyna,Daclataswir,0
Trifluperazine,Umeclidnium,3
Dronabinol,Feniramina,2
Omeprazol,Cefditoren,2
Pregabalina,Cilazapril,4
Butobarbitalny,Dienogest,4
Glimepirde,Darunawir,4
Chinidyna,Dihydrokodeina,2
Secobarbital,Ospemifen,3
Nifedipina,Enzalutamid,1
Glukagon,Amoksapina,1
Kultury,Prochlorperazina,3
Pramipeksole,Butylskopolamina,4
Tioridazine,Darunawir,3
Torasemid,Butabarbital,3
Sulodeksyd,Tinzaparina,1
Oksacillina,Neomycyna,2
Lamotrygina,Rocuronium,0
Witamina A,Tretinoina,4
Glimepirde,Mekamyloamina,4
Gemcytabina,Fluorouracyl,2
Bortezomib,Nelfinawir,1
Nateglinyd,Sparfloksacyna,0
Trazodon,MetotrimePrazine,3
Dziurawiec,Lumefantryna,2
Digoksyna,Telitromycyna,4
Triamteren,Heksobarbital,4
Ketorolak,Pemetreksed,0
Erytromycyna,Tolbutamid,1
Karbimazol,Acenokumarol,2
Testosteron,Insulina detemir,2
Konivaptan,Lomitapyd,1
Kabergolina,Lorcaserina,3
Flufenazyna,Buprenorfina,3
Sulodeksyd,Dienogest,1
Cortycotropina,Canagliflozyna,4
Wenlafaksine,Piroksicam,4
Klonidyna,Diazoksyd,0
Insulina detemir,Danazol,0
Haloperidol,Eluksadlina,2
Morfina,Maprotilina,3
Nilotynib,Tofacitynib,0
Cisapryd,Nefazodon,1
Ibritrumomab tiuksetan,Fenindion,4
Alprazolam,Lomitapyd,2
Kabergolina,Klozapina,3
Fenoprofen,Kwasy tłuszczowe omega-3,3
Mifepriston,Deksketoprofen,3
Fluwoksamina,Chlormezanon,3
Werapamil,Tipranawir,2
Wardenafil,Posakonazol,0
Imatynib,Pazopanib,1
Nortriptylina,Karbamazepina,2
Telaprewir,Pitavastatyna,1
Dopamina,Doksofilina,1
Chlorpromazyna,Fentanyl,1
Teofilina,Propyltiouracil,3
Etonogestrel,Tipranawir,4
Droperidol,Ziconotyd,1
Fluwoksamina,Erlotynib,3
Eretriptan,Loksapine,2
Irinotecan,Lenvatynib,4
Glimepirde,Insulina Aspart,4
Indinewir,Prednizon,0
Klarytromycyna,Budesonid,1
Tipranawir,Prasugrel,2
Orcyprenalina,Lewobunolol,0
Witamina C,Wodorotlenek aluminium,4
Trastuzumab Emtansine,Kobikistat,3
